来源：hk.jobsdb.com,生成时间：2026-06-13 21:22:47,申请总数：43,记录总数：2171
序号,公司,职位,状态,来源,薪资,记录时间
1655,CBRE Limited,Regional Finance Manager (Part time),skipped_reject,SavedSearch:ai,,2026-06-13 19:03:59
1656,Hong Kong Express Airways Limited,Creative Designer,skipped_reject,SavedSearch:ai,,2026-06-13 19:04:16
1657,Yew Chung Education Foundation Limited,"IT Manager / Assistant Manager, IT (Operations)",skipped_reject,SavedSearch:ai,,2026-06-13 19:04:32
1658,Star Shine Holdings Group Limited,IT Manager,skipped_region,SavedSearch:ai,,2026-06-13 19:04:36
1659,FFPGS (HK) Limited,Senior / Finance Manager,skipped_region,SavedSearch:ai,,2026-06-13 19:04:42
1660,Chong Hei Group Holding Limited,Senior Finance Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:04:57
1661,Montrichard (H.K) Limited,Finance Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:05:15
1662,Ging Sun Ho Group Limited,Accounting Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:05:30
1663,NP Solution Limited,Digital Intelligence Management Manager (AI application),skipped_reject,SavedSearch:ai,,2026-06-13 19:05:51
1664,Marginstone,Enterprise AI Lead,skipped_reject,SavedSearch:ai,,2026-06-13 19:06:11
1665,Innocorn Technology Limited,AI Developer / Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:06:32
1666,FCC Analytics Limited,AI Engineer (LLM),skipped_reject,SavedSearch:ai,,2026-06-13 19:06:46
1667,Michael Page International (HK) Ltd,AI Project Manager - Top-Tier Insurer - Up to HK$73K,skipped_reject,SavedSearch:ai,,2026-06-13 19:07:00
1668,HEIG Limited,"Product Designer (AI & Prototyping, Vibe Coding)",skipped_reject,SavedSearch:ai,,2026-06-13 19:07:20
1669,Sia Partners Hong Kong Limited,Consultant - AI Engineer,skipped_region,SavedSearch:ai,,2026-06-13 19:07:25
1670,Hong Kong Wiener Intelligence Technologies Limited,Business Development Manager – AI Solutions,skipped_reject,SavedSearch:ai,,2026-06-13 19:07:38
1671,Rapport Technologies Holdings Limited,Applied AI R&D Engineer,skipped_applied,SavedSearch:ai,,2026-06-13 19:07:39
1672,Imbee Limited,Prompt AI Engineer,skipped_region,SavedSearch:ai,,2026-06-13 19:07:43
1673,SENSLAB HK LIMITED,AI Systems Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:08:00
1674,Michael Page International (HK) Ltd,Product Manager - AI & Automation Process,skipped_reject,SavedSearch:ai,,2026-06-13 19:08:16
1675,"CloudNav AI Co., Limited",AI Algorithm Engineer (RTH),skipped_external,SavedSearch:ai,,2026-06-13 19:08:34
1676,Michael Page International (HK) Ltd,Junior AI Engineer - Michael Page,skipped_external,SavedSearch:ai,,2026-06-13 19:08:52
1677,Impact AI Hong Kong Limited,AI Engineer Intern,skipped_external,SavedSearch:ai,,2026-06-13 19:09:06
1678,MMSTAR TECHNOLOGIES LIMITED,AI Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:09:22
1679,Feelings Group Limited,AI Developer,skipped_external,SavedSearch:ai,,2026-06-13 19:09:39
1680,"Meiji Health Tech Co., Limited",Senior Embedded AI Engineer - Robotics,skipped_reject,SavedSearch:ai,,2026-06-13 19:09:56
1681,MiRABO Biotechnology Limited,AI Data Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 19:10:13
1682,PenTide Therapeutics Limited,AI Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 19:10:29
1683,Sia,AI Engineer - Manager,skipped_external,SavedSearch:ai,,2026-06-13 19:10:51
1684,Hyphen Connect Limited,AI Safety Specialist (AI Engineering),skipped_external,SavedSearch:ai,,2026-06-13 19:11:06
1685,ICC (Hong Kong) Limited,AI Engineer Intern (RAG/LLM),skipped_external,SavedSearch:ai,,2026-06-13 19:11:21
1686,Hyphen Connect Limited,AI Engineer (RWA) - Shenzhen based,skipped_reject,SavedSearch:ai,,2026-06-13 19:11:34
1687,NEWBYERA TECHNOLOGY LIMITED,Al Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:11:47
1688,Michael Page International (HK) Ltd,AI / Computer Vision Software Engineer,skipped_region,SavedSearch:ai,,2026-06-13 19:11:51
1689,FCC Analytics Limited,AI Engineer (NLP) (Internship),skipped_reject,SavedSearch:ai,,2026-06-13 19:12:08
1690,Hyphen Connect Limited,Agentic Systems Architect (AI Engineering),skipped_external,SavedSearch:ai,,2026-06-13 19:12:27
1691,Hyphen Connect Limited,Synthetic Data Engineer (AI Data/Training),skipped_external,SavedSearch:ai,,2026-06-13 19:12:50
1692,Hilbert Technology (HK) Limited,高級AI算法研究員（更底層算法）,skipped_reject,SavedSearch:ai,,2026-06-13 19:13:07
1693,Michael Page International (HK) Ltd,Technical Business Analyst (AI)- Asset Management 60-100k,skipped_reject,SavedSearch:ai,,2026-06-13 19:13:25
1694,Michael Page International (HK) Ltd,Product Manager/ Project Manager - Gen AI eBanking,skipped_reject,SavedSearch:ai,,2026-06-13 19:13:38
1695,FinCatch Limited,AI Engineer (Product),skipped_external,SavedSearch:ai,,2026-06-13 19:13:56
1696,Hyphen Connect Limited,Multimodal AI Systems Architect (AI Engineering),skipped_external,SavedSearch:ai,,2026-06-13 19:14:11
1697,Next Level Search,AI Engineer - Global AI Fintech Firm - Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 19:14:23
1698,Hyphen Connect Limited,MLOps & Agentic Platform Engineer (AI Infrastructure),skipped_external,SavedSearch:ai,,2026-06-13 19:14:41
1699,binance,AI Agent Platform Engineer (Openclaw),skipped_external,SavedSearch:ai,,2026-06-13 19:15:01
1700,ISWIM TECHNOLOGY (HONG KONG) LIMITED,AI Engineer (Intern),skipped_external,SavedSearch:ai,,2026-06-13 19:15:16
1701,ITEC Technologies Hong Kong Limited,Principal Product Specialist (Semiconductor AI Systems),skipped_reject,SavedSearch:ai,,2026-06-13 19:15:32
1702,Hong Kong SAR Oncology Centre Limited,AI Engineer (Agentic Systems),skipped_external,SavedSearch:ai,,2026-06-13 19:15:51
1703,MaxiPro (Asia) Limited,Machine Learning Engineer,failed,SavedSearch:ai,,2026-06-13 19:16:49
1704,Sia Partners Hong Kong Limited,AI Engineer - Manager,skipped_region,SavedSearch:ai,,2026-06-13 19:16:54
1705,binance,Machine Learning Engineer Lead (Feed/ Content Recommendation),skipped_reject,SavedSearch:ai,,2026-06-13 19:17:11
1706,Pamplona Therapeutics (HK) Limited,AI Scientist (Drug Discovery),skipped_reject,SavedSearch:ai,,2026-06-13 19:17:24
1707,Hyphen Connect Limited,AI/Robotics Product Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:17:40
1708,Innocorn Technology Limited,Software Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:17:53
1709,Hyphen Connect Limited,Embodied AI Researcher (VLA Models),skipped_external,SavedSearch:ai,,2026-06-13 19:18:12
1710,SilverX Limited,Senior AI Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:18:31
1711,AITRI TECHNOLOGY LIMITED,AI Product Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:18:44
1712,FinCatch Limited,AI Engineer (Cloud Infrastructure),skipped_external,SavedSearch:ai,,2026-06-13 19:18:57
1713,Michael Page International (HK) Ltd,Data Scientist- Insurance 50-65k,skipped_reject,SavedSearch:ai,,2026-06-13 19:19:18
1714,Balyasny,"Data Scientist, Energy & Industrials",skipped_reject,SavedSearch:ai,,2026-06-13 19:19:31
1715,Silicon Valley Associate Recruitment,AI Full Stack Engineer – Fintech AI Platform Startup – Competitive Package,skipped_region,SavedSearch:ai,,2026-06-13 19:19:35
1716,DAINVI Limited,Computer Vision Machine Learning Research Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:19:50
1717,Onwards Media Group (HK) Limited,"AI ML Engineer,Multimodal NLP & Speech",skipped_reject,SavedSearch:ai,,2026-06-13 19:20:09
1718,Amber Group,Software Engineer (AI Coding Expert),skipped_reject,SavedSearch:ai,,2026-06-13 19:20:22
1719,Infosight Consulting Limited,Data Scientist,skipped_region,SavedSearch:ai,,2026-06-13 19:20:25
1720,ULTRA DIGITAL TECHNOLOGY (HK) LIMITED,"Developer, Software and Al Solutions",skipped_reject,SavedSearch:ai,,2026-06-13 19:20:38
1721,China Construction Bank (Asia) Corporation Limited,数据管理部 - 数据分析及AI模型专才,skipped_reject,SavedSearch:ai,,2026-06-13 19:20:53
1722,V V TECHNOLOGY (HONG KONG) LIMITED,AI Architect,failed,SavedSearch:ai,,2026-06-13 19:21:49
1723,Crypto.com,AI Security Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:22:07
1724,Huatai Financial Holdings (Hong Kong) Limited,IT - AI Application Developer - Associate - VP,skipped_external,SavedSearch:ai,,2026-06-13 19:22:22
1725,Cloudun（hk）Tech Limited,Senior AI Expert,skipped_region,SavedSearch:ai,,2026-06-13 19:22:25
1726,westK - West Kowloon Cultural District Authority,Data and Artificial Intelligence Architect,skipped_reject,SavedSearch:ai,,2026-06-13 19:22:40
1727,221b Limited,Software Engineer - ML / AI Engineer (Perm/Contract),skipped_region,SavedSearch:ai,,2026-06-13 19:22:44
1728,Michael Page International (HK) Ltd,Senior Data Scientist - Michael Page,skipped_reject,SavedSearch:ai,,2026-06-13 19:23:01
1729,Michael Page International (HK) Ltd,Data Scientist - Michael Page,skipped_external,SavedSearch:ai,,2026-06-13 19:23:22
1730,Michael Page International (HK) Ltd,"(Senior) Data Analyst, Bank Fraud Team - AI/ML, 50k",skipped_reject,SavedSearch:ai,,2026-06-13 19:23:40
1731,Computer And Technologies Solutions Limited,AI Solution Architect (Ref: CC/CISC/AI),skipped_reject,SavedSearch:ai,,2026-06-13 19:23:55
1732,Locolla Limited,R&D Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:24:12
1733,Teccelerates Limited,AI Services Consultant,skipped_reject,SavedSearch:ai,,2026-06-13 19:24:27
1734,Mantus,AI Robot Developer-Fintech/Wealth management,skipped_reject,SavedSearch:ai,,2026-06-13 19:24:43
1735,RDA Technologies Limited,通感融合算法工程师/专家（ISAC Algorithm Engineer / Expert）,skipped_reject,SavedSearch:ai,,2026-06-13 19:24:58
1736,Michael Page International (HK) Ltd,"Digital Project Manager - Insurance, AI project",skipped_reject,SavedSearch:ai,,2026-06-13 19:25:16
1737,Michael Page International (HK) Ltd,Data Scientist (Private Wealth Management)- 50-65k,skipped_reject,SavedSearch:ai,,2026-06-13 19:25:31
1738,BONE'S TECHNOLOGY LIMITED,Algorithm Researcher (Medical Imaging),skipped_reject,SavedSearch:ai,,2026-06-13 19:25:51
1739,Fuku,Equity Research - Overseas AI Hardware,skipped_reject,SavedSearch:ai,,2026-06-13 19:26:06
1740,The Education University of Hong Kong,Chair Professor/Professor/Associate Professor in Artificial Intelligence (AI),skipped_reject,SavedSearch:ai,,2026-06-13 19:26:30
1741,Ledge Technology Limited,Machine Learning Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:26:46
1742,Huatai Financial Holdings (Hong Kong) Limited,IT - AI Business Analyst - Associate - VP,skipped_reject,SavedSearch:ai,,2026-06-13 19:27:06
1743,Wistkey Limited,Business Development Manager (AI Solutions),skipped_region,SavedSearch:ai,,2026-06-13 19:27:11
1744,TeamNote Limited,Solution Consultant (AI & Enterprise Productivity),skipped_reject,SavedSearch:ai,,2026-06-13 19:27:28
1745,"Trihear Technology (HK) Co., Limited",Audiology and Algorithm Researcher,skipped_reject,SavedSearch:ai,,2026-06-13 19:27:42
1746,Hong Kong SAR Oncology Centre Limited,Transformation Lead (AI Adoption),skipped_reject,SavedSearch:ai,,2026-06-13 19:28:01
1747,Engineering Stewards Limited,AI Fullstack Developer Intern,skipped_reject,SavedSearch:ai,,2026-06-13 19:28:15
1748,Sia,Consultant - Data Science & Analytics,skipped_reject,SavedSearch:ai,,2026-06-13 19:28:32
1749,Hong Kong Tasitech International Limited,AI Engineering Intern,skipped_external,SavedSearch:ai,,2026-06-13 19:28:50
1750,221b Limited,Software Engineer - Back End & AI (Perm/Contract),skipped_region,SavedSearch:ai,,2026-06-13 19:28:53
1751,TeamNote Limited,Machine Learning Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:29:12
1752,CSC Holdings Limited,AI Fund - Investment Manager/ Investment Director,skipped_region,SavedSearch:ai,,2026-06-13 19:29:16
1753,Cummins Hong Kong Limited,AI Platform / Infra Architect,skipped_external,SavedSearch:ai,,2026-06-13 19:29:29
1754,Lyodssoft Limited,Machine Learning Engineer (Senior / Junior),skipped_external,SavedSearch:ai,,2026-06-13 19:29:44
1755,Lloyd's Register Asia,Data Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 19:29:55
1756,Hong Kong SAR Oncology Centre Limited,"AI & Automation Engineer (Perm, up to 60k)",skipped_reject,SavedSearch:ai,,2026-06-13 19:30:18
1757,亨盛系統有限公司,Lead Data & AI Platform Engineer / Architect,skipped_reject,SavedSearch:ai,,2026-06-13 19:30:34
1758,Michael Page International (HK) Ltd,"Gen AI Full Stack Developer (Java, React) - Web App",skipped_reject,SavedSearch:ai,,2026-06-13 19:30:52
1759,Nicoll Curtin,Product Manager – AI Agentic Workflows & Enterprise Automation,skipped_reject,SavedSearch:ai,,2026-06-13 19:31:11
1760,UiPath,Sales Director (Agentic AI),skipped_reject,SavedSearch:ai,,2026-06-13 19:31:31
1761,Deloitte Innovation Investment (Hong Kong) Limited,Senior R&D Engineer - Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 19:31:49
1762,DAINVI Limited,Computer Vision Integrated Systems Research Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:32:13
1763,MoveBit Limited,自動化漏洞檢測工具研究員,skipped_reject,SavedSearch:ai,,2026-06-13 19:32:29
1764,DFI Retail Group,Data & AI Communications Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:32:44
1765,Teccelerates Limited,"Business Development Manager (IT, Cloud and AI solutions)",skipped_reject,SavedSearch:ai,,2026-06-13 19:33:00
1766,Hong Kong SAR Oncology Centre Limited,"(Senior) Data Scientist (Permanent, up to 75k)",skipped_reject,SavedSearch:ai,,2026-06-13 19:33:15
1767,Hong Kong College of Technology,Lecturer / Assistant Lecturer (Artificial Intelligence),skipped_reject,SavedSearch:ai,,2026-06-13 19:33:31
1768,"DKE (HONG KONG) CO., LIMITED",Agent Reinforcement Learning Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:33:47
1769,WHOSAPP HOLDINGS LIMITED,"Research Assistant — Behavioral Intelligence (RTH-SPC, full-time)",skipped_reject,SavedSearch:ai,,2026-06-13 19:34:02
1770,Wistkey Technologies Limited,Senior LLM & On-Premises Deployment Engineer,failed,SavedSearch:ai,,2026-06-13 19:34:59
1771,binance,Pioneer Talent Program - Applied Data Scientist,skipped_applied,SavedSearch:ai,,2026-06-13 19:35:00
1772,HK Qirui International Technology Limited,技术专家/高级专家,skipped_region,SavedSearch:ai,,2026-06-13 19:35:05
1773,"Centre for Artificial Intelligence and Robotics, HKISI, CAS",Medical Image Segmentation Algorithm Intern,skipped_reject,SavedSearch:ai,,2026-06-13 19:35:21
1774,STRELI Technology Limited,Data Scientist – Process Control,skipped_reject,SavedSearch:ai,,2026-06-13 19:35:40
1775,Konew Fintech Corporation Limited,FinTech Accelerator Trainee,skipped_reject,SavedSearch:ai,,2026-06-13 19:35:55
1776,Palo IT Hong Kong Limited,Senior Software EngineerNew,skipped_reject,SavedSearch:ai,,2026-06-13 19:36:09
1777,"TCL Corporate Research (Hong Kong) Co., Limited",Robotics Motion Control Engineer (Embodied Intelligence Focus),skipped_reject,SavedSearch:ai,,2026-06-13 19:36:24
1778,Westbury Partners,Machine Learning Quant Researcher – High Frequency Trading,skipped_reject,SavedSearch:ai,,2026-06-13 19:36:37
1779,Westbury Partners,Researcher - Westbury Partners,skipped_reject,SavedSearch:ai,,2026-06-13 19:36:51
1780,Gopher Redwoods Asset Management Limited,Investment Manager / Portfolio Manager (AI & Quant Focus),skipped_region,SavedSearch:ai,,2026-06-13 19:36:55
1781,Anson Mccade,Quant Researcher - Anson McCade,skipped_reject,SavedSearch:ai,,2026-06-13 19:37:16
1782,HK Qirui International Technology Limited,数据总监,skipped_reject,SavedSearch:ai,,2026-06-13 19:37:44
1783,ByteDance,"Manager, Forward Deployed Engineering - BytePlus",skipped_external,SavedSearch:ai,,2026-06-13 19:38:03
1784,SENSLAB HK LIMITED,App Lead (AIoT & Spatial Intelligence),skipped_reject,SavedSearch:ai,,2026-06-13 19:38:17
1785,Network Guard Limited,Director of Data,skipped_reject,SavedSearch:ai,,2026-06-13 19:38:32
1786,"Meiji Health Tech Co., Limited",CTO,skipped_reject,SavedSearch:ai,,2026-06-13 19:38:47
1787,"OxTium Technology (Hong Kong) Co., Limited",首席技术官/CTO,skipped_reject,SavedSearch:ai,,2026-06-13 19:39:02
1788,Wati.Io,Revenue Strategy & Planning Lead,skipped_reject,SavedSearch:ai,,2026-06-13 19:39:17
1789,Jobs via eFinancialCareers,Quant Researcher - eFinancialCareers,skipped_reject,SavedSearch:ai,,2026-06-13 19:39:31
1790,"Techncare Animal Health Co., Limited",Technical Strategy & Business Development Associate,skipped_reject,SavedSearch:ai,,2026-06-13 19:39:53
1791,Workday Asia Pacific Limited,Sr Technical Consultant,skipped_reject,SavedSearch:ai,,2026-06-13 19:40:11
1792,Westbury Partners,C++ Engineer - Westbury Partners,skipped_reject,SavedSearch:ai,,2026-06-13 19:40:27
1793,IO Tech Solutions Limited,Senior Python Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:40:48
1794,TeamNote Limited,Software Engineers/Developers,skipped_external,SavedSearch:ai,,2026-06-13 19:41:04
1795,Excalipoint Therapeutics Hong Kong Limited,Bio-Intelligence Director,skipped_reject,SavedSearch:ai,,2026-06-13 19:41:18
1796,"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences",Postdoctoral Researcher/Assistant Professor (Medical Image Intelligence),skipped_reject,SavedSearch:ai,,2026-06-13 19:41:31
1797,Westbury Partners,Data Engineer - Westbury Partners,skipped_reject,SavedSearch:ai,,2026-06-13 19:41:47
1798,Vizguard Limited,Multi-modal Perception Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:42:04
1799,Westbury Partners,Senior C++ Engineer - Westbury Partners,skipped_reject,SavedSearch:ai,,2026-06-13 19:42:21
1800,Oursky Limited,Senior Solutions Engineers,failed,SavedSearch:ai,,2026-06-13 19:43:16
1801,RDA Technologies Limited,通信算法工程师 （ Communication Algorithm Engineer）,skipped_reject,SavedSearch:ai,,2026-06-13 19:43:33
1802,IO Tech Solutions Limited,Low Latency C++ Developer,skipped_reject,SavedSearch:ai,,2026-06-13 19:43:48
1803,Eclipse Options (HK) Limited,Senior Quant Researcher | High Frequency Delta 1 - Expression of Interest,skipped_reject,SavedSearch:ai,,2026-06-13 19:44:04
1804,HK Qirui International Technology Limited,资深数据科学家,skipped_region,SavedSearch:ai,,2026-06-13 19:44:09
1805,Neural Lab Limited,System Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 19:44:25
1806,Westbury Partners,Quant Trading Analytics & Strategy Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 19:44:40
1807,IO Tech Solutions Limited,Python Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:45:00
1808,ServiceNow,Innovation Director,skipped_reject,SavedSearch:ai,,2026-06-13 19:45:16
1809,Next Level Search,Quantitative Developer - Global Quant Fund - Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 19:45:30
1810,Westbury Partners,Quant Analyst - Westbury Partners,skipped_reject,SavedSearch:ai,,2026-06-13 19:45:46
1811,Westbury Partners,Real-Time Streaming Data Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:46:02
1812,IO Tech Solutions Limited,Python Developer - Low Latency (Equities Trading System),skipped_reject,SavedSearch:ai,,2026-06-13 19:46:16
1813,LexisNexis,Market & Business Development Director,skipped_reject,SavedSearch:ai,,2026-06-13 19:46:31
1814,Lyodssoft Limited,Associate Director of Technology,skipped_reject,SavedSearch:ai,,2026-06-13 19:46:51
1815,Anson Mccade,Quantitative Researcher - Fundamental/Alternative Data - Anson McCade,skipped_reject,SavedSearch:ai,,2026-06-13 19:47:21
1816,IO Tech Solutions Limited,Python Engineer – PnL & Finance Applications,skipped_reject,SavedSearch:ai,,2026-06-13 19:47:40
1817,Waterline Research HK Limited,Trading System Engineer (A-Share Mid / Low Frequency),skipped_reject,SavedSearch:ai,,2026-06-13 19:48:06
1818,BitMEX,Growth Engineer (Data Systems),skipped_reject,SavedSearch:ai,,2026-06-13 19:48:25
1819,Mox,Senior Data Analyst - Anti-Fraud/AML/BI Track,skipped_region,SavedSearch:ai,,2026-06-13 19:48:30
1820,Futures Works Global,Algorithmic trader,skipped_reject,SavedSearch:ai,,2026-06-13 19:48:46
1821,IO Tech Solutions Limited,Technologist (Python) - Operations Background,skipped_reject,SavedSearch:ai,,2026-06-13 19:49:07
1822,Galaxy,"Vice President, Data Engineer",skipped_reject,SavedSearch:ai,,2026-06-13 19:49:23
1823,HEO Robotics,Principal Software Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:49:41
1824,"HONG KONG DATA INFINITY TECHNOLOGY CO., LIMITED",Software Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:49:57
1825,IO Tech Solutions Limited,Lead SRE (Observability & Automation),skipped_reject,SavedSearch:ai,,2026-06-13 19:50:15
1826,Westbury Partners,Senior Quant Portfolio Manager - Westbury Partners,skipped_reject,SavedSearch:ai,,2026-06-13 19:50:32
1827,Next Level Search,Quantitative Researcher - Global Crypto Exchange - APAC (Remote),skipped_reject,SavedSearch:ai,,2026-06-13 19:50:48
1828,Michael Page International (HK) Ltd,Data Platform Engineer (Automation),skipped_reject,SavedSearch:ai,,2026-06-13 19:51:03
1829,westK - West Kowloon Cultural District Authority,"Manager, Data and Analytics",skipped_reject,SavedSearch:ai,,2026-06-13 19:51:19
1830,Cellment Biotech Company Limited,Research Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 19:51:37
1831,Crypto.com,Senior Quality Assurance Automation Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:52:02
1832,Michael Page International (HK) Ltd,Python Developer - Michael Page,skipped_reject,SavedSearch:ai,,2026-06-13 19:52:17
1833,無綫電視新媒體集團有限公司,System Engineer,skipped_external,SavedSearch:ai,,2026-06-13 19:52:35
1834,Eka Finance,Quant Research Specialist - Eka Finance,skipped_reject,SavedSearch:ai,,2026-06-13 19:52:58
1835,Finlync Company Limited,Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 19:53:13
1836,Galaxy Digital Services,Data Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:53:29
1837,Fides Solutions Limited,Data Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:53:45
1838,IO Tech Solutions Limited,Product Manager - Trading Systems,skipped_reject,SavedSearch:ai,,2026-06-13 19:54:03
1839,IO Tech Solutions Limited,End User Computing Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:54:21
1840,StandTech Limited,Ecosystem & Research Associate,skipped_reject,SavedSearch:ai,,2026-06-13 19:54:40
1841,Build8 Limited,Embedded Systems & Robotics R&D Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:54:58
1842,RDA Technologies Limited,系统工程实习生 (通信方向) （Systems Engineering Intern）,skipped_reject,SavedSearch:ai,,2026-06-13 19:55:18
1843,IO Tech Solutions Limited,Quant Developer - Crypto,skipped_reject,SavedSearch:ai,,2026-06-13 19:55:33
1844,IO Tech Solutions Limited,Sr Python Developer,skipped_reject,SavedSearch:ai,,2026-06-13 19:55:50
1845,Hong Kong International New Economic Research Institute Limited,Research Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 19:56:12
1846,STRELI Technology Limited,Industrial IT/OT Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 19:56:31
1847,"Sailgene Technology (HongKong) Co., Limited",Research Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 19:56:47
1848,Cognizant Technology Solutions Hong Kong Limited,Backend Technical Lead,skipped_reject,SavedSearch:ai,,2026-06-13 19:57:04
1849,Michael Page International (HK) Ltd,Data analytic engineer 35-42K,skipped_reject,SavedSearch:ai,,2026-06-13 19:57:19
1850,Crypto.com,Trading Initiatives & Business Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:57:37
1851,AITRI TECHNOLOGY LIMITED,Advertising Product Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:57:53
1852,Crypto.com,Growth Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 19:58:10
1853,Nulink Solutions Limited,Product Manager,skipped_reject,SavedSearch:ai,,2026-06-13 19:58:26
1854,Hyphen Connect Limited,SLAM Architect (Robotics),skipped_reject,SavedSearch:ai,,2026-06-13 19:58:45
1855,Michael Page International (HK) Ltd,Data Analyst - Michael Page,skipped_reject,SavedSearch:ai,,2026-06-13 19:59:10
1856,DV Trading,C++ Software Developer (DV Equities),skipped_reject,SavedSearch:ai,,2026-06-13 19:59:42
1857,Michael Page International (HK) Ltd,"Finance Manager, Crypto, Web 3, AI, 60k (Remote Work)",skipped_reject,SavedSearch:ai,,2026-06-13 19:59:59
1858,i-RNA Asia Limited,Research Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 20:00:18
1859,Amber Group,Software Engineer (Dex),skipped_reject,SavedSearch:ai,,2026-06-13 20:00:35
1860,IO Tech Solutions Limited,Full Stack Developer ( Python/Dash),skipped_reject,SavedSearch:ai,,2026-06-13 20:01:00
1861,Balyasny,Quantitative Researcher - Hong Kong / Singapore,skipped_reject,SavedSearch:ai,,2026-06-13 20:01:17
1862,Oxford Knight,C++ Developer - Oxford Knight,skipped_reject,SavedSearch:ai,,2026-06-13 20:01:38
1863,Hong Kong SAR Oncology Centre Limited,Business Analyst (GenAI & Automation) - insurance - 35k,skipped_reject,SavedSearch:ai,,2026-06-13 20:01:53
1864,Next Level Search,DevOps Lead - Global Trading Firm - Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 20:02:09
1865,Conpak CPA Limited,IT Data Analyst / Senior Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 20:02:26
1866,I2COOL LIMITED,Research Associate,skipped_reject,SavedSearch:ai,,2026-06-13 20:02:42
1867,"Sailgene Technology (HongKong) Co., Limited",Technical Support,skipped_reject,SavedSearch:ai,,2026-06-13 20:02:59
1868,Crypto.com,Quantitative Analyst (Options),skipped_reject,SavedSearch:ai,,2026-06-13 20:03:21
1869,Eka Finance,Quant Trader - Eka Finance,skipped_reject,SavedSearch:ai,,2026-06-13 20:03:39
1870,Michael Page International (HK) Ltd,Investment VP (Infra - Data Center),skipped_reject,SavedSearch:ai,,2026-06-13 20:03:57
1871,Climind Limited,Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 20:04:16
1872,Gientech Technology (Hong Kong) Limited,Senior DevOps Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:04:31
1873,Finloop Finance Technology Services Limited,Product Manager,skipped_region,SavedSearch:ai,,2026-06-13 20:04:37
1874,Hong Kong Digital Asset Ex Limited,DevOps Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:05:02
1875,CMB Wing Lung Bank Limited,Assistant VP (Compliance) - CMB Wing Lung Bank,skipped_reject,SavedSearch:ai,,2026-06-13 20:05:21
1876,Finloop Finance Technology Services Limited,开发工程师,skipped_reject,SavedSearch:ai,,2026-06-13 20:05:41
1877,iMille Trading Limited,Technical Researcher – Energy Storage (Battery & Hydrogen),skipped_reject,SavedSearch:ai,,2026-06-13 20:06:04
